sample_id,whisper_word_position,token_piece_position,whisper_token,start_time_wav_s,end_time_wav_s,start_time_source_s,end_time_source_s,duration_s,probability,automatic_flags
-9y-fZ3swSY$_$0,4,1,hey,0.62,1.04,0.62,1.04,0.42000000000000004,0.3938555121421814,
-9y-fZ3swSY$_$0,5,1,you,1.04,1.56,1.04,1.56,0.52,0.777749240398407,
-9y-fZ3swSY$_$0,6,1,know,1.56,1.66,1.56,1.66,0.09999999999999987,0.986486554145813,
-9y-fZ3swSY$_$0,7,1,what,1.66,1.76,1.66,1.76,0.10000000000000009,0.9228167533874512,
-9y-fZ3swSY$_$0,8,1,I,1.76,1.98,1.76,1.98,0.21999999999999997,0.6747955679893494,
-9y-fZ3swSY$_$0,9,1,really,1.98,2.22,1.98,2.22,0.2400000000000002,0.9981145858764648,
-9y-fZ3swSY$_$0,10,1,like,2.22,2.74,2.22,2.74,0.52,0.9979591369628906,
-9y-fZ3swSY$_$0,11,1,baby's,2.74,3.42,2.74,3.42,0.6799999999999997,0.6417172402143478,
-9y-fZ3swSY$_$0,12,1,kid,3.42,3.62,3.42,3.62,0.20000000000000018,0.7642698884010315,
-9y-fZ3swSY$_$0,13,1,they're,3.62,3.86,3.62,3.86,0.23999999999999977,0.8473886847496033,
-9y-fZ3swSY$_$0,14,1,so,3.86,4.04,3.86,4.04,0.18000000000000016,0.9980124235153198,
-9y-fZ3swSY$_$0,15,1,soft,4.04,4.56,4.04,4.56,0.5199999999999996,0.9983285069465637,
-9y-fZ3swSY$_$0,16,1,they,4.56,4.74,4.56,4.74,0.1800000000000006,0.945493221282959,
-9y-fZ3swSY$_$0,17,1,don't,4.74,4.94,4.74,4.94,0.20000000000000018,0.9995715320110321,
-9y-fZ3swSY$_$0,18,1,have,4.94,5.22,4.94,5.22,0.27999999999999936,0.9993808269500732,
-9y-fZ3swSY$_$0,19,1,any,5.22,5.42,5.22,5.42,0.20000000000000018,0.9990947246551514,
-9y-fZ3swSY$_$0,20,1,hair,5.42,5.68,5.42,5.68,0.2599999999999998,0.9991855025291443,
-9y-fZ3swSY$_$0,21,1,on,5.68,5.84,5.68,5.84,0.16000000000000014,0.9961751699447632,
-9y-fZ3swSY$_$0,22,1,their,5.84,5.98,5.84,5.98,0.14000000000000057,0.7638338804244995,
-9y-fZ3swSY$_$0,23,1,face,5.98,6.22,5.98,6.22,0.23999999999999932,0.9860501885414124,
-9y-fZ3swSY$_$0,24,1,it's,6.22,6.5,6.22,6.5,0.28000000000000025,0.917999655008316,
-9y-fZ3swSY$_$0,25,1,so,6.5,6.68,6.5,6.68,0.17999999999999972,0.895591139793396,
-9y-fZ3swSY$_$4,1,1,I've,0.0,0.52,0.0,0.52,0.52,0.7845292687416077,
-9y-fZ3swSY$_$4,2,1,seen,0.52,0.68,0.52,0.68,0.16000000000000003,0.9967594742774963,
-9y-fZ3swSY$_$4,3,1,this,0.68,0.9,0.68,0.9,0.21999999999999997,0.9784059524536133,
-9y-fZ3swSY$_$4,4,1,in,0.9,1.12,0.9,1.12,0.22000000000000008,0.9826728105545044,
-9y-fZ3swSY$_$4,5,1,US,1.12,1.4,1.12,1.4,0.2799999999999998,0.44071170687675476,
-9y-fZ3swSY$_$4,6,1,or,1.4,1.88,1.4,1.88,0.48,0.8138593435287476,
-9y-fZ3swSY$_$4,7,1,in,1.88,2.02,1.88,2.02,0.14000000000000012,0.9066650867462158,
-9y-fZ3swSY$_$4,8,1,the,2.02,2.16,2.02,2.16,0.14000000000000012,0.9879505634307861,
-9y-fZ3swSY$_$4,9,1,US,2.16,2.42,2.16,2.42,0.2599999999999998,0.9557086229324341,
-9y-fZ3swSY$_$8,1,1,man,0.0,0.18,0.0,0.18,0.18,0.5662234425544739,
-9y-fZ3swSY$_$8,2,1,that's,0.34,0.52,0.34,0.52,0.18,0.8970002830028534,
-9y-fZ3swSY$_$8,3,1,a,0.52,0.62,0.52,0.62,0.09999999999999998,0.9031626582145691,
-9y-fZ3swSY$_$8,4,1,more,0.62,1.12,0.62,1.12,0.5000000000000001,0.9903297424316406,
-9y-fZ3swSY$_$8,5,1,decent,1.12,1.74,1.12,1.74,0.6199999999999999,0.9754173755645752,
-9y-fZ3swSY$_$8,6,1,and,1.74,2.2,1.74,2.2,0.4600000000000002,0.8779807090759277,
-9y-fZ3swSY$_$8,7,1,more,2.2,2.34,2.2,2.34,0.13999999999999968,0.8979952931404114,
-9y-fZ3swSY$_$8,8,1,polite,2.34,2.72,2.34,2.72,0.38000000000000034,0.998230516910553,
-9y-fZ3swSY$_$8,9,1,way,2.72,3.04,2.72,3.04,0.31999999999999984,0.9855532050132751,
-9y-fZ3swSY$_$8,10,1,to,3.04,3.28,3.04,3.28,0.23999999999999977,0.9872748851776123,
-9y-fZ3swSY$_$8,11,1,call,3.28,3.62,3.28,3.62,0.3400000000000003,0.9986457228660583,
-9y-fZ3swSY$_$8,12,1,a,3.62,4.06,3.62,4.06,0.4399999999999995,0.9821975231170654,
-9y-fZ3swSY$_$8,13,1,lady,4.06,4.3,4.06,4.3,0.2400000000000002,0.9908112287521362,
-AUZQgSxyPQ$_$2,1,1,The,0.0,0.58,0.0,0.58,0.58,0.46994444727897644,
-AUZQgSxyPQ$_$2,2,1,perfect,0.58,0.92,0.58,0.92,0.3400000000000001,0.9377597570419312,
-AUZQgSxyPQ$_$2,3,1,soulmate,0.92,1.5,0.92,1.5,0.58,0.7210134714841843,
-AUZQgSxyPQ$_$2,4,1,to,1.5,1.72,1.5,1.72,0.21999999999999997,0.9735994935035706,
-AUZQgSxyPQ$_$2,5,1,declare,1.72,2.02,1.72,2.02,0.30000000000000004,0.6390330791473389,
-AUZQgSxyPQ$_$2,6,1,a,2.02,2.22,2.02,2.22,0.20000000000000018,0.7421659827232361,
-AUZQgSxyPQ$_$2,7,1,cynic,2.22,2.7,2.22,2.7,0.48,0.6102301180362701,
-AUZQgSxyPQ$_$2,8,1,spot,2.7,3.36,2.7,3.36,0.6599999999999997,0.6714712381362915,
-AUZQgSxyPQ$_$2,9,1,therapy,3.36,3.9,3.36,3.9,0.54,0.9829462766647339,
-AUZQgSxyPQ$_$2,10,1,brush,3.9,4.3,3.9,4.3,0.3999999999999999,0.9690835475921631,
-AUZQgSxyPQ$_$2,11,1,This,4.98,5.12,4.98,5.12,0.13999999999999968,0.9678031206130981,
-AUZQgSxyPQ$_$2,12,1,gentle,5.12,5.56,5.12,5.56,0.4399999999999995,0.9828323721885681,
-AUZQgSxyPQ$_$2,13,1,pH,5.56,6.02,5.56,6.02,0.45999999999999996,0.6544667482376099,
-AUZQgSxyPQ$_$2,14,1,balanced,6.02,6.52,6.02,6.52,0.5,0.8134494423866272,
-AUZQgSxyPQ$_$2,15,1,and,6.52,6.82,6.52,6.82,0.3000000000000007,0.9726678729057312,
-AUZQgSxyPQ$_$2,16,1,hydrating,6.82,7.48,6.82,7.48,0.6600000000000001,0.9967137376467387,
-AUZQgSxyPQ$_$2,17,1,exfoliant,7.48,8.34,7.48,8.34,0.8599999999999994,0.9891024629275004,
-AUZQgSxyPQ$_$2,18,1,contains,8.34,9.18,8.34,9.18,0.8399999999999999,0.8785796165466309,
-AUZQgSxyPQ$_$2,19,1,jojoba,9.18,9.86,9.18,9.86,0.6799999999999997,0.923282245794932,
-AUZQgSxyPQ$_$2,20,1,and,9.86,10.4,9.86,10.4,0.5400000000000009,0.9666116833686829,
-AUZQgSxyPQ$_$2,21,1,acai,10.4,10.84,10.4,10.84,0.4399999999999995,0.8156296014785767,
-AUZQgSxyPQ$_$2,22,1,fruit,10.84,11.3,10.84,11.3,0.46000000000000085,0.9370597004890442,
-AUZQgSxyPQ$_$2,23,1,oils,11.3,11.74,11.3,11.74,0.4399999999999995,0.9518100023269653,
-AUZQgSxyPQ$_$2,24,1,with,11.74,12.54,11.74,12.54,0.7999999999999989,0.7631858587265015,
-AUZQgSxyPQ$_$2,25,1,bamboo,12.54,13.1,12.54,13.1,0.5600000000000005,0.9905941486358643,
-AUZQgSxyPQ$_$2,26,1,and,13.1,13.68,13.1,13.68,0.5800000000000001,0.981351912021637,
-AUZQgSxyPQ$_$2,27,1,prickly,13.68,14.1,13.68,14.1,0.41999999999999993,0.9778926074504852,
-AUZQgSxyPQ$_$2,28,1,bear,14.1,14.36,14.1,14.36,0.2599999999999998,0.7883156538009644,
-AUZQgSxyPQ$_$2,29,1,extracts,14.36,15.02,14.36,15.02,0.6600000000000001,0.9702575206756592,
-AUZQgSxyPQ$_$2,30,1,These,15.62,15.86,15.62,15.86,0.2400000000000002,0.9864943027496338,
-AUZQgSxyPQ$_$2,31,1,deliver,15.86,16.28,15.86,16.28,0.4200000000000017,0.9866132140159607,
-AUZQgSxyPQ$_$2,32,1,intense,16.28,16.78,16.28,16.78,0.5,0.9948979020118713,
-AUZQgSxyPQ$_$2,33,1,healing,16.78,17.3,16.78,17.3,0.5199999999999996,0.9938619136810303,
-AUZQgSxyPQ$_$2,34,1,while,17.3,17.98,17.3,17.98,0.6799999999999997,0.7642397880554199,
-AUZQgSxyPQ$_$2,35,1,smooth,17.98,18.34,17.98,18.34,0.35999999999999943,0.9939033389091492,
-AUZQgSxyPQ$_$2,36,1,granules,18.34,18.9,18.34,18.9,0.5599999999999987,0.9933041036128998,
-AUZQgSxyPQ$_$2,37,1,buff,18.9,19.22,18.9,19.22,0.3200000000000003,0.9926099181175232,
-AUZQgSxyPQ$_$2,38,1,away,19.22,19.64,19.22,19.64,0.4200000000000017,0.9946455955505371,
-AUZQgSxyPQ$_$2,39,1,dead,19.64,20.36,19.64,20.36,0.7199999999999989,0.9607698917388916,
-AUZQgSxyPQ$_$2,40,1,dry,20.36,20.96,20.36,20.96,0.6000000000000014,0.810384213924408,
-AUZQgSxyPQ$_$2,41,1,skin,20.96,21.42,20.96,21.42,0.46000000000000085,0.995107889175415,
-AUZQgSxyPQ$_$2,42,1,cells,21.42,21.72,21.42,21.72,0.29999999999999716,0.9972965121269226,
-HeZS2-Prhc$_$2,1,1,today,0.0,0.4,0.0,0.4,0.4,0.33326515555381775,
-HeZS2-Prhc$_$2,2,1,The,1.54,1.84,1.54,1.84,0.30000000000000004,0.8448817729949951,
-HeZS2-Prhc$_$2,3,1,August,1.84,2.14,1.84,2.14,0.30000000000000004,0.9441483616828918,
-HeZS2-Prhc$_$2,4,1,jobs,2.14,2.54,2.14,2.54,0.3999999999999999,0.8502483367919922,
-HeZS2-Prhc$_$2,5,1,report,2.54,2.92,2.54,2.92,0.3799999999999999,0.9818128347396851,
-HeZS2-Prhc$_$2,6,1,is,2.92,3.12,2.92,3.12,0.20000000000000018,0.9780285954475403,
-HeZS2-Prhc$_$2,7,1,out,3.12,3.42,3.12,3.42,0.2999999999999998,0.9977285265922546,
-HeZS2-Prhc$_$2,8,1,and,3.42,4.02,3.42,4.02,0.5999999999999996,0.8712918758392334,
-HeZS2-Prhc$_$2,9,1,it,4.02,4.26,4.02,4.26,0.2400000000000002,0.984664261341095,
-HeZS2-Prhc$_$2,10,1,was,4.26,4.42,4.26,4.42,0.16000000000000014,0.9959676265716553,
-HeZS2-Prhc$_$2,11,1,seen,4.42,4.8,4.42,4.8,0.3799999999999999,0.9863888621330261,
-HeZS2-Prhc$_$2,12,1,overall,4.8,5.64,4.8,5.64,0.8399999999999999,0.9643005728721619,
-HeZS2-Prhc$_$2,13,1,a,5.64,6.26,5.64,6.26,0.6200000000000001,0.6395339965820312,
-HeZS2-Prhc$_$2,14,1,solid,6.26,6.66,6.26,6.66,0.40000000000000036,0.9968603849411011,
-HeZS2-Prhc$_$2,15,1,but,6.66,6.92,6.66,6.92,0.2599999999999998,0.9229519963264465,
-HeZS2-Prhc$_$2,16,1,not,6.92,7.18,6.92,7.18,0.2599999999999998,0.996446430683136,
-HeZS2-Prhc$_$2,17,1,great,7.18,7.56,7.18,7.56,0.3799999999999999,0.9847689867019653,
-HeZS2-Prhc$_$2,18,1,The,7.78,7.84,7.78,7.84,0.05999999999999961,0.9313886761665344,
-HeZS2-Prhc$_$2,19,1,report,7.84,8.06,7.84,8.06,0.22000000000000064,0.9790729284286499,
-MeTTeMJBNc$_$0,1,1,Okay,0.0,1.2,0.0,1.2,1.2,0.5601513385772705,
-MeTTeMJBNc$_$0,2,1,what,1.36,1.52,1.36,1.52,0.15999999999999992,0.9898994565010071,
-MeTTeMJBNc$_$0,3,1,happens,1.52,2.0,1.52,2.0,0.48,0.9964807629585266,
-MeTTeMJBNc$_$0,4,1,at,2.0,2.26,2.0,2.26,0.2599999999999998,0.9905713796615601,
-MeTTeMJBNc$_$0,5,1,this,2.26,2.52,2.26,2.52,0.26000000000000023,0.9990037083625793,
-MeTTeMJBNc$_$0,6,1,point,2.52,2.88,2.52,2.88,0.3599999999999999,0.9991974234580994,
-MeTTeMJBNc$_$0,7,1,after,2.88,3.36,2.88,3.36,0.48,0.7993671298027039,
-MeTTeMJBNc$_$0,8,1,we've,3.36,3.68,3.36,3.68,0.3200000000000003,0.9373135268688202,
-MeTTeMJBNc$_$0,9,1,taken,3.68,3.92,3.68,3.92,0.23999999999999977,0.995236337184906,
-MeTTeMJBNc$_$0,10,1,this,3.92,4.26,3.92,4.26,0.33999999999999986,0.9970525503158569,
-MeTTeMJBNc$_$0,11,1,brief,4.26,4.66,4.26,4.66,0.40000000000000036,0.9951437711715698,
-MeTTeMJBNc$_$0,12,1,walk,4.66,5.1,4.66,5.1,0.4399999999999995,0.9985418319702148,
-MeTTeMJBNc$_$0,13,1,down,5.1,5.46,5.1,5.46,0.3600000000000003,0.9929121136665344,
-MeTTeMJBNc$_$0,14,1,memory,5.46,5.84,5.46,5.84,0.3799999999999999,0.9814305901527405,
-MeTTeMJBNc$_$0,15,1,lane,5.84,6.32,5.84,6.32,0.4800000000000004,0.995576024055481,
-MeTTeMJBNc$_$0,16,1,is,6.32,6.9,6.32,6.9,0.5800000000000001,0.8313891887664795,
-MeTTeMJBNc$_$0,17,1,the,6.9,7.1,6.9,7.1,0.1999999999999993,0.9971151351928711,
-MeTTeMJBNc$_$0,18,1,presentation,7.1,7.54,7.1,7.54,0.4400000000000004,0.9959577918052673,
-MeTTeMJBNc$_$0,19,1,of,7.54,8.0,7.54,8.0,0.45999999999999996,0.998299777507782,
-MeTTeMJBNc$_$0,20,1,the,8.0,8.18,8.0,8.18,0.17999999999999972,0.9086568355560303,
-MeTTeMJBNc$_$0,21,1,gift,8.18,8.44,8.18,8.44,0.2599999999999998,0.7065885066986084,
-MeTTeMJBNc$_$13,1,1,Whatever,0.0,0.06,0.0,0.06,0.06,0.33347249031066895,
-MeTTeMJBNc$_$13,2,1,it,0.06,0.18,0.06,0.18,0.12,0.9905738234519958,
-MeTTeMJBNc$_$13,3,1,is,0.18,0.54,0.18,0.54,0.36000000000000004,0.9979040622711182,
-MeTTeMJBNc$_$13,4,1,just,0.54,1.26,0.54,1.26,0.72,0.6961185932159424,
-MeTTeMJBNc$_$13,5,1,needs,1.26,1.58,1.26,1.58,0.32000000000000006,0.980409562587738,
-MeTTeMJBNc$_$13,6,1,to,1.58,1.8,1.58,1.8,0.21999999999999997,0.997148334980011,
-MeTTeMJBNc$_$13,7,1,be,1.8,1.94,1.8,1.94,0.1399999999999999,0.9981433153152466,
-MeTTeMJBNc$_$13,8,1,a,1.94,2.1,1.94,2.1,0.16000000000000014,0.993121325969696,
-MeTTeMJBNc$_$13,9,1,simple,2.1,2.5,2.1,2.5,0.3999999999999999,0.9959850311279297,
-MeTTeMJBNc$_$13,10,1,statement,2.5,3.12,2.5,3.12,0.6200000000000001,0.9986532926559448,
-MeTTeMJBNc$_$13,11,1,and,3.12,3.68,3.12,3.68,0.56,0.7874725461006165,
-MeTTeMJBNc$_$13,12,1,then,3.68,3.78,3.68,3.78,0.09999999999999964,0.9680339694023132,
-MeTTeMJBNc$_$13,13,1,you,3.78,3.92,3.78,3.92,0.14000000000000012,0.9938919544219971,
-MeTTeMJBNc$_$13,14,1,present,3.92,4.26,3.92,4.26,0.33999999999999986,0.9937437176704407,
-MeTTeMJBNc$_$13,15,1,the,4.26,4.5,4.26,4.5,0.2400000000000002,0.9920068383216858,
-MeTTeMJBNc$_$13,16,1,gift,4.5,4.72,4.5,4.72,0.21999999999999975,0.9923845529556274,
-MeTTeMJBNc$_$7,1,1,Maybe,0.0,0.66,0.0,0.66,0.66,0.6682290434837341,
-MeTTeMJBNc$_$7,2,1,you,0.66,0.9,0.66,0.9,0.24,0.9821351766586304,
-MeTTeMJBNc$_$7,3,1,could,0.9,1.16,0.9,1.16,0.2599999999999999,0.9770520925521851,
-MeTTeMJBNc$_$7,4,1,find,1.16,1.8,1.16,1.8,0.6400000000000001,0.9899057745933533,
-MeTTeMJBNc$_$7,5,1,a,1.8,2.0,1.8,2.0,0.19999999999999996,0.9955136179924011,
-MeTTeMJBNc$_$7,6,1,picture,2.0,2.2,2.0,2.2,0.20000000000000018,0.9975971579551697,
-MeTTeMJBNc$_$7,7,1,of,2.2,2.54,2.2,2.54,0.33999999999999986,0.9755891561508179,
-MeTTeMJBNc$_$7,8,1,the,2.54,2.66,2.54,2.66,0.1200000000000001,0.9827290773391724,
-MeTTeMJBNc$_$7,9,1,couple,2.66,2.94,2.66,2.94,0.2799999999999998,0.9983870983123779,
-MeTTeMJBNc$_$7,10,1,from,2.94,3.36,2.94,3.36,0.41999999999999993,0.9717920422554016,
-MeTTeMJBNc$_$7,11,1,their,3.36,3.86,3.36,3.86,0.5,0.9938321113586426,
-MeTTeMJBNc$_$7,12,1,wedding,3.86,4.26,3.86,4.26,0.3999999999999999,0.9987244009971619,
-MeTTeMJBNc$_$7,13,1,or,4.26,4.74,4.26,4.74,0.4800000000000004,0.7367902994155884,
-MeTTeMJBNc$_$7,14,1,some,4.74,5.04,4.74,5.04,0.2999999999999998,0.2836836576461792,
-MeTTeMJBNc$_$7,15,1,time,5.04,5.3,5.04,5.3,0.2599999999999998,0.9945557117462158,
-MeTTeMJBNc$_$7,16,1,in,5.3,5.48,5.3,5.48,0.1800000000000006,0.9903241395950317,
-MeTTeMJBNc$_$7,17,1,their,5.48,5.6,5.48,5.6,0.11999999999999922,0.9953842759132385,
-MeTTeMJBNc$_$7,18,1,life,5.6,6.02,5.6,6.02,0.41999999999999993,0.9815467596054077,
-MeTTeMJBNc$_$7,19,1,or,6.02,6.22,6.02,6.22,0.20000000000000018,0.5319496393203735,
-MeTTeMJBNc$_$7,20,1,maybe,6.22,6.4,6.22,6.4,0.1800000000000006,0.9872912764549255,
-MeTTeMJBNc$_$7,21,1,even,6.4,6.68,6.4,6.68,0.27999999999999936,0.9895254373550415,
-MeTTeMJBNc$_$7,22,1,a,6.68,6.88,6.68,6.88,0.20000000000000018,0.9886828064918518,
-MeTTeMJBNc$_$7,23,1,current,6.88,7.22,6.88,7.22,0.33999999999999986,0.995465874671936,
-MeTTeMJBNc$_$7,24,1,picture,7.22,7.72,7.22,7.72,0.5,0.9978469610214233,
-MeTTeMJBNc$_$7,25,1,and,7.72,8.26,7.72,8.26,0.54,0.955118715763092,
-MeTTeMJBNc$_$7,26,1,have,8.26,8.42,8.26,8.42,0.16000000000000014,0.9899638295173645,
-MeTTeMJBNc$_$7,27,1,it,8.42,8.56,8.42,8.56,0.14000000000000057,0.9841867089271545,
-MeTTeMJBNc$_$7,28,1,put,8.56,8.7,8.56,8.7,0.1399999999999988,0.9968166947364807,
-MeTTeMJBNc$_$7,29,1,in,8.7,8.82,8.7,8.82,0.120000000000001,0.9905142784118652,
-MeTTeMJBNc$_$7,30,1,a,8.82,8.94,8.82,8.94,0.11999999999999922,0.9851443767547607,
-MeTTeMJBNc$_$7,31,1,beautiful,8.94,9.2,8.94,9.2,0.2599999999999998,0.9986923336982727,
-MeTTeMJBNc$_$7,32,1,frame,9.2,9.7,9.2,9.7,0.5,0.9989470839500427,
-RfYyzHpjk4$_$11,1,1,So,0.0,0.74,0.0,0.74,0.74,0.6937472224235535,
-RfYyzHpjk4$_$11,2,1,get,0.74,1.46,0.74,1.46,0.72,0.5617382526397705,
-RfYyzHpjk4$_$11,3,1,your,1.46,1.62,1.46,1.62,0.16000000000000014,0.9782586693763733,
-RfYyzHpjk4$_$11,4,1,friends,1.62,1.8,1.62,1.8,0.17999999999999994,0.9819011092185974,
-RfYyzHpjk4$_$11,5,1,lined,1.8,2.08,1.8,2.08,0.28,0.9913899302482605,
-RfYyzHpjk4$_$11,6,1,up,2.08,2.32,2.08,2.32,0.23999999999999977,0.9914052486419678,
-RfYyzHpjk4$_$11,7,1,get,2.48,2.52,2.48,2.52,0.040000000000000036,0.9922313690185547,
-RfYyzHpjk4$_$11,8,1,your,2.52,2.7,2.52,2.7,0.18000000000000016,0.969595193862915,
-RfYyzHpjk4$_$11,9,1,business,2.7,2.9,2.7,2.9,0.19999999999999973,0.9829115867614746,
-RfYyzHpjk4$_$11,10,1,colleagues,2.9,3.2,2.9,3.2,0.30000000000000027,0.9836875200271606,
-RfYyzHpjk4$_$11,11,1,lined,3.2,3.5,3.2,3.5,0.2999999999999998,0.9932577610015869,
-RfYyzHpjk4$_$11,12,1,up,3.5,3.72,3.5,3.72,0.2200000000000002,0.9972656965255737,
-RfYyzHpjk4$_$11,13,1,and,3.72,3.86,3.72,3.86,0.13999999999999968,0.5700903534889221,
-RfYyzHpjk4$_$11,14,1,have,3.86,4.0,3.86,4.0,0.14000000000000012,0.9955708384513855,
-RfYyzHpjk4$_$11,15,1,a,4.0,4.12,4.0,4.12,0.1200000000000001,0.9971222281455994,
-RfYyzHpjk4$_$11,16,1,good,4.12,4.24,4.12,4.24,0.1200000000000001,0.9977090358734131,
-RfYyzHpjk4$_$11,17,1,time,4.24,4.5,4.24,4.5,0.2599999999999998,0.9973920583724976,
-RfYyzHpjk4$_$8,1,1,It's,0.0,0.64,0.0,0.64,0.64,0.6773719787597656,
-RfYyzHpjk4$_$8,2,1,pretty,0.64,0.94,0.64,0.94,0.29999999999999993,0.9900107979774475,
-RfYyzHpjk4$_$8,3,1,pretty,0.94,1.16,0.94,1.16,0.21999999999999997,0.3917742073535919,
-RfYyzHpjk4$_$8,4,1,easy,1.16,1.48,1.16,1.48,0.32000000000000006,0.9927079081535339,
-RfYyzHpjk4$_$8,5,1,to,1.48,1.66,1.48,1.66,0.17999999999999994,0.9972032308578491,
-RfYyzHpjk4$_$8,6,1,do,1.66,1.86,1.66,1.86,0.20000000000000018,0.9990472197532654,
-RfYyzHpjk4$_$8,7,1,but,1.86,2.02,1.86,2.02,0.15999999999999992,0.9987506866455078,
-RfYyzHpjk4$_$8,8,1,you've,2.02,2.24,2.02,2.24,0.2200000000000002,0.9908353984355927,
-RfYyzHpjk4$_$8,9,1,got,2.24,2.3,2.24,2.3,0.05999999999999961,0.9832171201705933,
-RfYyzHpjk4$_$8,10,1,to,2.3,2.42,2.3,2.42,0.1200000000000001,0.9956596493721008,
-RfYyzHpjk4$_$8,11,1,set,2.42,2.6,2.42,2.6,0.18000000000000016,0.997111439704895,
-RfYyzHpjk4$_$8,12,1,up,2.6,2.78,2.6,2.78,0.17999999999999972,0.9797883629798889,
-RfYyzHpjk4$_$8,13,1,those,2.78,2.98,2.78,2.98,0.20000000000000018,0.997826874256134,
-RfYyzHpjk4$_$8,14,1,numbers,2.98,3.26,2.98,3.26,0.2799999999999998,0.9976807832717896,
-RfYyzHpjk4$_$8,15,1,ahead,3.26,3.5,3.26,3.5,0.2400000000000002,0.9974296689033508,
-RfYyzHpjk4$_$8,16,1,of,3.5,3.66,3.5,3.66,0.16000000000000014,0.9990842342376709,
-RfYyzHpjk4$_$8,17,1,time,3.66,4.12,3.66,4.12,0.45999999999999996,0.9993454813957214,
-RfYyzHpjk4$_$2,1,1,It,0.3000000000000004,0.58,0.3000000000000004,0.58,0.2799999999999996,0.4565398395061493,
-RfYyzHpjk4$_$2,2,1,can,0.58,0.72,0.58,0.72,0.14,0.9740946292877197,
-RfYyzHpjk4$_$2,3,1,make,0.72,0.88,0.72,0.88,0.16000000000000003,0.9855905771255493,
-RfYyzHpjk4$_$2,4,1,a,0.88,1.0,0.88,1.0,0.12,0.9672985076904297,
-RfYyzHpjk4$_$2,5,1,conference,1.0,1.28,1.0,1.28,0.28,0.6269723773002625,
-RfYyzHpjk4$_$2,6,1,call,1.28,1.52,1.28,1.52,0.24,0.998849630355835,
-RfYyzHpjk4$_$2,7,1,but,1.64,1.64,1.64,1.64,0.0,0.996036946773529,nonpositive_duration
-RfYyzHpjk4$_$2,8,1,it,1.64,1.74,1.64,1.74,0.10000000000000009,0.9781688451766968,
-RfYyzHpjk4$_$2,9,1,takes,1.74,1.88,1.74,1.88,0.1399999999999999,0.9880691170692444,
-RfYyzHpjk4$_$2,10,1,quite,1.88,2.18,1.88,2.18,0.30000000000000027,0.9867442846298218,
-RfYyzHpjk4$_$2,11,1,a,2.18,2.3,2.18,2.3,0.11999999999999966,0.9968170523643494,
-RfYyzHpjk4$_$2,12,1,bit,2.3,2.4,2.3,2.4,0.10000000000000009,0.9970037341117859,
-RfYyzHpjk4$_$2,13,1,of,2.4,2.54,2.4,2.54,0.14000000000000012,0.9865222573280334,
-RfYyzHpjk4$_$2,14,1,planning,2.54,2.8,2.54,2.8,0.2599999999999998,0.997211754322052,
-RfYyzHpjk4$_$2,15,1,Well,2.9,2.94,2.9,2.94,0.040000000000000036,0.9618412256240845,
-RfYyzHpjk4$_$2,16,1,not,2.98,3.06,2.98,3.06,0.08000000000000007,0.9962664246559143,
-RfYyzHpjk4$_$2,17,1,a,3.06,3.16,3.06,3.16,0.10000000000000009,0.9974443912506104,
-RfYyzHpjk4$_$2,18,1,lot,3.16,3.3,3.16,3.3,0.13999999999999968,0.998177170753479,
-RfYyzHpjk4$_$2,19,1,of,3.3,3.42,3.3,3.42,0.1200000000000001,0.9959575533866882,
-RfYyzHpjk4$_$2,20,1,planning,3.42,3.7,3.42,3.7,0.28000000000000025,0.9983313679695129,
-RfYyzHpjk4$_$2,21,1,It's,3.84,3.96,3.84,3.96,0.1200000000000001,0.9881561994552612,
-RfYyzHpjk4$_$2,22,1,pretty,3.96,4.12,3.96,4.12,0.16000000000000014,0.9973233342170715,
-RfYyzHpjk4$_$2,23,1,easy,4.12,4.4,4.12,4.4,0.28000000000000025,0.9980838298797607,
-RfYyzHpjk4$_$2,24,1,to,4.4,4.62,4.4,4.62,0.21999999999999975,0.9975390434265137,
-RfYyzHpjk4$_$2,25,1,do,4.62,4.86,4.62,4.86,0.2400000000000002,0.9990830421447754,
-UUCSKoHeMA$_$0,1,1,Okay,0.9000000000000004,1.4,0.9000000000000004,1.4,0.49999999999999956,0.7003808617591858,
-UUCSKoHeMA$_$0,2,1,I,1.5,1.6,1.5,1.6,0.10000000000000009,0.995182454586029,
-UUCSKoHeMA$_$0,3,1,mentioned,1.6,1.94,1.6,1.94,0.33999999999999986,0.9919869899749756,
-UUCSKoHeMA$_$0,4,1,a,1.94,2.16,1.94,2.16,0.2200000000000002,0.6936694383621216,
-UUCSKoHeMA$_$0,5,1,word,2.16,2.36,2.16,2.36,0.19999999999999973,0.9989345669746399,
-UUCSKoHeMA$_$0,6,1,in,2.36,2.76,2.36,2.76,0.3999999999999999,0.9921393990516663,
-UUCSKoHeMA$_$0,7,1,the,2.76,2.9,2.76,2.9,0.14000000000000012,0.9970851540565491,
-UUCSKoHeMA$_$0,8,1,last,2.9,3.2,2.9,3.2,0.30000000000000027,0.9992108345031738,
-UUCSKoHeMA$_$0,9,1,clip,3.2,3.58,3.2,3.58,0.3799999999999999,0.9973909258842468,
-UUCSKoHeMA$_$0,10,1,called,3.58,4.0,3.58,4.0,0.41999999999999993,0.9824762344360352,
-UUCSKoHeMA$_$0,11,1,monotone,4.0,5.06,4.0,5.06,1.0599999999999996,0.9340904355049133,
